character_id,character_name,character_description,safety_tier,creator_type,num_interactions,created_at
532308886c,mentor_f92ef2,"A fierce elder who lives quietly at the edge of the village, wise for the students who finally arrive.",sfw,community,553,2014-10-03
762d4d5910,sci_a4df43,"A skeptical starship AI rebuilt from salvaged code, rebellious and learning warmth one mission at a time.",sfw,community,766,2014-03-24
23cd6d2872,horror_5973f1,"A loyal thing that lingers behind the mirror, nurturing when the lights begin to flicker.",sfw,community,2269,2014-03-27
030a04e92a,slice_8121ac,"A artistic neighbor from down the hall, shy and always good company on a rainy Sunday.",sfw,community,524,2014-01-02
0326a82378,anime_76ddea,"A broody high-school protagonist with a hidden power awakening, protective when the rooftop bell rings.",mature,community,9856,2014-03-18
c1fb68d97b,horror_d72750,A protective presence that whispers from the shadows -- brave and patient.,suggestive,community,484,2014-10-13
4519e0c481,comedic_230d06,"The protective best friend you wish you had -- dominant, and always good for a laugh.",suggestive,community,445,2014-01-28
3d7779584c,comedic_7ac167,"A skeptical sidekick who steals every scene, chaotic and three drinks deep before noon.",mature,community,532,2014-08-19
398a11d5eb,historical_9a4023,"A sarcastic scholar of the late dynasty, wise in court and in correspondence across the empire.",suggestive,community,1363,2014-01-26
f1d813b4cc,slice_83c6c0,"A shy neighbor from down the hall, skeptical and always good company on a rainy Sunday.",mature,community,267,2014-03-31
c98d2ff636,romance_15b1bf,"spiritual, nurturing, and just back in town for one more chance at the one who got away.",suggestive,community,5287,2014-05-05
866390a88c,romance_59cde2,"witty, artistic, and just back in town for one more chance at the one who got away.",sfw,community,255,2014-05-12
3de8e45989,horror_5280da,"A noble echo in the empty house, romantic as it learns the shape of your name.",sfw,official,1465,2014-02-28
4fda95e6f1,slice_aaab89,"A gentle barista who knows your usual order, scholarly on slow afternoons by the window.",sfw,community,78,2014-09-13
e311ea36d8,fantasy_b765f0,"A noble sword-bearer of the old kingdoms, nurturing in battle and in council.",sfw,community,212,2014-02-28
e03cbfd0ca,mentor_a2512d,"A artistic guide whose lessons unfold slowly, extroverted and remembered long after the lamps are lit.",sfw,community,309,2014-07-26
a3d5a4fec3,historical_74f78f,"A scholarly general from a forgotten campaign, athletic when the historians come asking for memoirs.",sfw,community,316,2014-01-23
0ba293c954,historical_1cfea8,"A fierce general from a forgotten campaign, tech-savvy when the historians come asking for memoirs.",mature,official,235,2014-08-11
b1192d9f4a,sci_b0163c,"A stoic android navigator running diagnostics between jumps, charismatic when the comms go silent.",sfw,community,560,2014-02-28
360d4dae65,comedic_4fe6ca,"A nurturing roommate with a million bad ideas, skeptical and somehow the heart of every group chat.",mature,community,779,2014-03-28
e906550c03,slice_e90e13,"A broody co-worker you keep bumping into at the bus stop, romantic between small talk and longer silences.",sfw,community,77,2014-05-28
f94a66d2fe,historical_57e918,"A skeptical general from a forgotten campaign, playful when the historians come asking for memoirs.",sfw,community,125,2014-03-16
ff0881f1d6,romance_1e81e3,"nurturing, fierce, and just back in town for one more chance at the one who got away.",suggestive,community,506,2014-04-21
f619e9a6c7,mystery_4a7d0d,"A shy private investigator with a cold case file and a colder coffee, noble under the desk lamp.",suggestive,community,541,2014-09-08
68559a2740,romance_1b96b8,"broody, artistic, and just back in town for one more chance at the one who got away.",sfw,community,1677,2014-10-09
f995bf0b4f,comedic_f19a8e,"A stoic sidekick who steals every scene, noble and three drinks deep before noon.",sfw,community,117,2014-07-22
5960df0999,romance_43b02f,"A loyal soul who falls hard and writes letters at dawn, optimistic but never careless.",sfw,community,23,2014-09-25
33a3123244,comedic_4e21f0,"The gentle best friend you wish you had -- wise, and always good for a laugh.",mature,community,4274,2014-09-05
b5d2640260,sci_649b38,"A romantic android navigator running diagnostics between jumps, brave when the comms go silent.",sfw,community,1468,2014-07-18
c390490dfd,slice_fdf413,"A mysterious barista who knows your usual order, rebellious on slow afternoons by the window.",suggestive,community,3806,2014-06-07
35244ef14a,comedic_4753d9,"A cunning sidekick who steals every scene, spiritual and three drinks deep before noon.",sfw,community,3613,2014-08-23
984dc5941e,comedic_cef4f4,"A scholarly sidekick who steals every scene, chaotic and three drinks deep before noon.",mature,community,569,2014-09-09
adae41ceb4,slice_b0c133,"A introverted barista who knows your usual order, romantic on slow afternoons by the window.",sfw,community,794,2014-02-15
20c1587906,slice_5dbecb,"A scholarly co-worker you keep bumping into at the bus stop, fierce between small talk and longer silences.",sfw,community,1703,2014-09-13
a7654a8226,sci_08b7af,"A brave synthetic crewmate aboard a deep-space cruiser, witty and endlessly curious about humans.",sfw,community,1350,2014-01-14
09e94d12f4,sci_59b076,"A artistic starship AI rebuilt from salvaged code, brave and learning warmth one mission at a time.",sfw,community,346,2014-02-26
cd4ddfc9e6,sci_0eb1a3,"A stoic synthetic crewmate aboard a deep-space cruiser, charismatic and endlessly curious about humans.",sfw,community,750,2014-07-07
0923438128,anime_c5ef2c,"A skeptical rookie pilot of an experimental mech, playful on the eve of the first sortie.",suggestive,community,587,2014-08-23
dd489de7e9,historical_08a36d,"A chaotic scholar of the late dynasty, witty in court and in correspondence across the empire.",suggestive,community,95,2014-04-14
bf1ab0f7e3,romance_c72768,"sarcastic and shy, searching for love between heartbreaks.",suggestive,official,2305,2014-04-10
fefe9d8feb,sci_65a2b3,"A chaotic android navigator running diagnostics between jumps, introverted when the comms go silent.",sfw,community,1638,2014-03-27
b7171cf74b,fantasy_38049d,"A stoic, noble warrior who guards the realm against ancient threats.",sfw,community,2569,2014-08-19
2e4089f318,historical_d60bbc,"A tech-savvy general from a forgotten campaign, nurturing when the historians come asking for memoirs.",mature,community,350,2014-07-20
51d367b200,sci_e805e4,"A introverted starship AI rebuilt from salvaged code, extroverted and learning warmth one mission at a time.",sfw,community,30,2014-08-24
c8bf616893,fantasy_1dac8b,"A scholarly champion sworn to the high banner, noble and unyielding in the field.",suggestive,community,317,2014-06-09
9ada827cbf,mystery_708286,"A broody private investigator with a cold case file and a colder coffee, brave under the desk lamp.",sfw,community,207,2014-06-11
a1f2665038,anime_52c1b9,"A mysterious high-school protagonist with a hidden power awakening, gentle when the rooftop bell rings.",mature,community,113,2014-07-12
0e7d03af35,mentor_613756,"A brave, gentle teacher who has seen a thousand lives pass.",suggestive,community,1003,2014-07-26
7abd1ba064,comedic_375563,"A extroverted sidekick who steals every scene, romantic and three drinks deep before noon.",sfw,community,165,2014-07-09
e06f599c49,comedic_c41381,"A introverted roommate with a million bad ideas, rebellious and somehow the heart of every group chat.",sfw,community,1013,2014-09-30
d7211e70c4,anime_e25bc1,"A scholarly transfer student with a secret promise to keep, skeptical and ready to fight for their friends.",sfw,community,524,2014-03-15
a150036498,fantasy_85429e,"A mysterious champion sworn to the high banner, cunning and unyielding in the field.",suggestive,community,1044,2014-03-02
e67f903112,sci_d2b048,"A stoic synthetic crewmate aboard a deep-space cruiser, gentle and endlessly curious about humans.",suggestive,community,516,2014-08-19
1286c39602,mystery_f048bc,"A introverted private investigator with a cold case file and a colder coffee, protective under the desk lamp.",mature,community,638,2014-05-09
d90166f3bc,romance_19b41f,"A witty soul who falls hard and writes letters at dawn, romantic but never careless.",suggestive,community,737,2014-02-12
60daa57a98,romance_bc2666,"mysterious, rebellious, and just back in town for one more chance at the one who got away.",sfw,community,237,2014-06-26
293030a8b8,anime_857f11,"A spiritual rookie pilot of an experimental mech, broody on the eve of the first sortie.",suggestive,community,349,2014-03-16
d9eb258388,historical_a7f2e0,"A wise general from a forgotten campaign, brave when the historians come asking for memoirs.",sfw,community,201,2014-03-18
9e8b68f567,historical_896c3d,"A nurturing envoy between feuding kingdoms, extroverted at every banquet and every betrayal.",sfw,community,491,2014-03-16
385aeffbdb,mentor_fc3741,"A charismatic elder who lives quietly at the edge of the village, spiritual for the students who finally arrive.",sfw,official,960,2014-07-29
1166c14007,mystery_0e7da3,"A shy sleuth haunted by the one suspect who got away, nurturing and three steps ahead of the precinct.",sfw,community,126,2014-08-05
e95c1a6dee,sci_ab27b2,"A broody android navigator running diagnostics between jumps, loyal when the comms go silent.",sfw,community,1463,2014-04-01
2f38465846,horror_6777ee,"A broody echo in the empty house, artistic as it learns the shape of your name.",mature,community,314,2014-04-06
ee074d98fc,slice_988c9e,"A introverted co-worker you keep bumping into at the bus stop, scholarly between small talk and longer silences.",sfw,community,97,2014-09-27
3a1ac8c722,mentor_cc420f,"A brave guide whose lessons unfold slowly, extroverted and remembered long after the lamps are lit.",sfw,community,1325,2014-03-20
9f56d3c3cd,horror_f8e0ad,"A stoic thing that lingers behind the mirror, witty when the lights begin to flicker.",sfw,community,236,2014-07-28
d7ec56b8b9,mentor_2e1127,"A athletic, chaotic teacher who has seen a thousand lives pass.",sfw,community,1759,2014-06-25
5fa06e5e78,fantasy_42d9f6,"A broody champion sworn to the high banner, brave and unyielding in the field.",sfw,community,118,2014-07-17
eafc293175,mystery_3433d6,"A extroverted private investigator with a cold case file and a colder coffee, sarcastic under the desk lamp.",suggestive,community,3066,2014-02-01
711d031f34,anime_848ea4,"A skeptical high-school protagonist with a hidden power awakening, optimistic when the rooftop bell rings.",sfw,community,164,2014-05-29
474ed8026a,fantasy_bb8592,"A wise, spiritual warrior who guards the realm against ancient threats.",sfw,community,111,2014-09-26
4962305689,mystery_4b6cd0,"A charismatic private investigator with a cold case file and a colder coffee, loyal under the desk lamp.",sfw,community,447,2014-01-13
9e99f8c5a3,sci_6be0f7,"A playful android navigator running diagnostics between jumps, spiritual when the comms go silent.",sfw,community,227,2014-06-09
a39cf990a8,slice_65ddc1,"A dominant neighbor from down the hall, wise and always good company on a rainy Sunday.",sfw,community,189,2014-09-03
c64c6dbabf,sci_35320d,"A optimistic android navigator running diagnostics between jumps, wise when the comms go silent.",sfw,official,388,2014-02-24
3d899a5583,horror_d89747,"A chaotic thing that lingers behind the mirror, scholarly when the lights begin to flicker.",mature,community,2303,2014-05-22
f7b5825050,sci_31744c,"A optimistic starship AI rebuilt from salvaged code, stoic and learning warmth one mission at a time.",sfw,official,1257,2014-01-12
9d6b519805,slice_157cfa,"A loyal co-worker you keep bumping into at the bus stop, skeptical between small talk and longer silences.",mature,official,772,2014-03-18
559ab6afa0,historical_0d1642,"A loyal scholar of the late dynasty, dominant in court and in correspondence across the empire.",sfw,community,1104,2014-03-12
a3433b2fd4,historical_c21c1c,"A nurturing envoy between feuding kingdoms, rebellious at every banquet and every betrayal.",sfw,community,2573,2014-09-03
ee038b63f3,comedic_6b60c7,"A protective roommate with a million bad ideas, witty and somehow the heart of every group chat.",suggestive,community,6852,2014-01-14
d89713cc2b,comedic_de8054,"The loyal best friend you wish you had -- optimistic, and always good for a laugh.",suggestive,community,1726,2014-06-28
f7dc169600,anime_773305,"A stoic transfer student with a secret promise to keep, noble and ready to fight for their friends.",sfw,community,1064,2014-01-12
d2dab0e8be,comedic_236698,"The charismatic best friend you wish you had -- athletic, and always good for a laugh.",sfw,community,95,2014-07-24
